resultid,subjectid,age,gender,source,experiment,block,blockorder,requiredaccuracy,maxduration,startgain,potentialgain,finishgain,trial,repeat,order,coherence,angle,time,response,correctresponse,iscorrect,startcorrect,startduration,effortbefore,effortafter
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,81,1,96,0.10,270,471,1,1,1,78,58797.139000322204,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,82,1,170,0.15,270,427,1,1,1,128,103766.73600025242,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,83,1,65,0.20,270,1013,1,1,1,56,38580.978000187315,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,84,1,155,0.25,270,1247,2,1,0,122,93541.72000044491,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,85,1,110,0.10,90,377,1,2,0,88,65652.74200029671,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,86,1,10,0.15,90,516,2,2,1,8,9006.869000033475,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,87,1,176,0.20,90,524,2,2,1,132,106869.26000023959,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,88,1,82,0.25,90,438,2,2,1,68,51324.47800040245,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,89,1,57,0.10,270,591,2,1,0,49,33960.65600018483,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,90,1,128,0.15,270,2577,1,1,1,100,75594.16700043948,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,91,1,143,0.20,270,618,1,1,1,113,85718.82500045467,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,92,1,107,0.25,270,326,1,1,1,86,64285.06400028709,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,93,1,178,0.10,90,518,2,2,1,134,107870.00000028638,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,94,1,148,0.15,90,551,2,2,1,118,88704.60400055163,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,95,1,6,0.20,90,586,2,2,1,4,6454.981999937445,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,96,1,27,0.25,90,432,2,2,1,23,17914.234000083525,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,97,1,174,0.10,270,361,1,1,1,130,106035.0800002343,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,98,1,98,0.15,270,417,1,1,1,80,59831.23700035503,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,99,1,127,0.20,270,460,1,1,1,99,75127.15500040213,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,100,1,198,0.25,270,527,2,1,0,150,120229.88000029,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,101,1,108,0.10,90,646,2,2,1,87,64618.644000263885,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,102,1,35,0.15,90,474,2,2,1,31,22267.693000205327,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,103,1,131,0.20,90,591,2,2,1,102,79246.86800048221,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,104,1,73,0.25,90,529,2,2,1,61,46620.499000302516,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,105,1,61,0.10,270,525,1,1,1,52,36262.35800021095,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,106,1,171,0.15,270,464,2,1,0,129,104200.39000024553,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,107,1,77,0.20,270,588,1,1,1,64,48605.56600039126,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,108,1,115,0.25,270,493,1,1,1,92,68288.2810003357,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,109,1,175,0.10,90,464,2,2,1,131,106402.24800020223,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,110,1,118,0.15,90,278,2,2,1,94,70106.29200033145,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,111,1,4,0.20,90,613,2,2,1,2,5103.773999901023,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,112,1,75,0.25,90,435,2,2,1,62,47688.22100030957,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,113,1,93,0.10,270,625,2,1,0,76,57195.74000040302,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,114,1,113,0.15,270,434,1,1,1,90,67287.28400031105,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,115,1,116,0.20,270,616,1,1,1,93,68788.65100030089,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,116,1,87,0.25,270,508,1,1,1,72,53893.29800038831,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,117,1,53,0.10,90,759,2,2,1,47,31558.63700021291,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,118,1,145,0.15,90,985,2,2,1,115,86819.8770005256,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,119,1,144,0.20,90,478,2,2,1,114,86335.9480004874,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,120,1,21,0.25,90,512,2,2,1,17,14778.339000069536,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,121,1,100,0.10,270,513,2,1,0,81,60548.43400034588,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,122,1,74,0.15,270,530,2,1,0,62,47154.493000300135,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,123,1,31,0.20,270,608,1,1,1,27,19899.27500014892,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,124,1,103,0.25,270,411,1,1,1,83,62116.55100033386,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,125,1,149,0.10,90,479,2,2,1,119,89255.01100055408,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,126,1,97,0.15,90,539,2,2,1,79,59280.83000035258,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,127,1,137,0.20,90,457,2,2,1,108,82082.54900056636,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,128,1,2,0.25,90,1614,2,2,1,0,3002.219999965746,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,129,1,184,0.10,270,476,1,1,1,139,110638.96100030979,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,130,1,177,0.15,270,467,1,1,1,133,107402.98800024902,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,131,1,34,0.20,270,512,1,1,1,30,21750.644000188913,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,132,1,47,0.25,270,398,1,1,1,42,28789.64200016344,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,133,1,197,0.10,90,-1,-1,2,-1,150,117227.66000026604,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,134,1,86,0.15,90,549,2,2,1,71,53342.63700037263,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,135,1,80,0.20,90,441,2,2,1,66,50323.73800035566,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,136,1,109,0.25,90,378,1,2,0,88,65269.12500028266,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,137,1,186,0.10,270,439,2,1,0,141,111539.62700028205,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,138,1,63,0.15,270,775,1,1,1,54,37263.33700015675,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,139,1,81,0.20,270,541,1,1,1,67,50774.0710004,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,140,1,146,0.25,270,446,1,1,1,116,87803.93800052116,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,141,1,89,0.10,90,425,2,2,1,74,55294.33400038397,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,142,1,133,0.15,90,135,2,2,1,104,80347.9330005357,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,143,1,5,0.20,90,725,2,2,1,3,5721.105999953579,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,144,1,200,0.25,90,513,2,2,1,151,121280.89700028067,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,145,1,191,0.10,270,713,2,1,0,145,114158.47800025949,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,146,1,78,0.15,270,675,2,1,0,65,49206.01000037277,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,147,1,154,0.20,270,468,2,1,0,122,93074.70800046576,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,148,1,25,0.25,270,675,1,1,1,21,16796.741000085603,,
